Date,Product_Name,Category,Monthly_Sales,Unit_Price,Revenue,Rainfall_Index,Industrial_Index,Diesel_Price,Steel_Price,Govt_Subsidy_Flag,Festival_Flag,Estimated_Unit_Cost,Total_Cost,Gross_Margin,Margin_Percentage
2023-02-01,Tractor Linkage Ends,Tractor,1086,1802.51,1957531.03,129.17,163.47,78.29,65.9,0,0,1279.3727655689265,1389398.8234078542,568132.2065921458,29.022896591945507
2023-03-01,Tractor Linkage Ends,Tractor,1079,1797.92,1939954.87,134.36,165.62,79.75,64.98,0,0,1275.2338601902886,1375977.3351453214,563977.5348546787,29.07168324254258
2023-04-01,Tractor Linkage Ends,Tractor,1515,1800.16,2727249.89,120.94,162.79,77.77,65.43,1,0,1276.0744285830167,1933252.7593032704,793997.1306967298,29.113471912056056
2023-05-01,Tractor Linkage Ends,Tractor,1324,1392.89,1844184.57,116.63,169.54,79.89,59.18,1,0,977.1136274415949,1293698.4427326715,550486.1272673286,29.849839122519526
2023-06-01,Tractor Linkage Ends,Tractor,956,1393.25,1331948.85,103.85,172.5,79.85,59.25,0,0,977.4693893327529,934460.7362021118,397488.1137978883,29.84259596739681
2023-07-01,Tractor Linkage Ends,Tractor,820,1389.82,1139652.85,87.55,177.54,80.8,58.56,0,0,974.4478612226262,799047.2462025535,340605.6037974466,29.88678559417866
2023-08-01,Tractor Linkage Ends,Tractor,803,1832.12,1471189.91,76.04,172.33,78.47,59.62,0,0,1284.9787096959737,1031837.9038858669,439352.00611413305,29.863718010010892
2023-09-01,Tractor Linkage Ends,Tractor,912,1821.76,1661443.38,67.97,178.18,76.68,57.55,0,0,1270.9176349853967,1159076.8831066818,502366.49689331814,30.236750944429907
2023-10-01,Tractor Linkage Ends,Tractor,1079,1795.29,1937117.83,69.35,188.72,80.67,52.26,1,1,1243.2986362114643,1341519.22847217,595598.6015278301,30.74663772661832
2023-11-01,Tractor Linkage Ends,Tractor,1144,1237.68,1415901.28,91.65,187.0,81.83,63.14,1,1,876.1139822826469,1002274.3957313481,413626.88426865195,29.21297481054978
2023-12-01,Tractor Linkage Ends,Tractor,974,1241.8,1209512.89,96.6,184.76,81.02,63.96,0,0,879.8886293688648,857011.5250052743,352501.36499472556,29.14407675264425
2024-01-01,Tractor Linkage Ends,Tractor,1250,1263.26,1579072.08,127.23,184.99,81.61,68.25,0,0,902.8191464044291,1128523.9330055364,450548.14699446363,28.53246236830833
2024-02-01,Tractor Linkage Ends,Tractor,1411,1315.8,1856595.22,127.1,184.03,82.51,73.16,0,0,949.7301701175211,1340069.2700358222,516525.9499641778,27.821139707780667
2024-03-01,Tractor Linkage Ends,Tractor,1547,1310.81,2027824.2,130.92,188.5,82.01,72.16,0,0,944.0140288666806,1460389.702656755,567434.497343245,27.982430495860783
2024-04-01,Tractor Linkage Ends,Tractor,1505,1311.69,1974094.54,128.6,188.24,82.3,72.34,1,0,945.164445131783,1422472.4899233335,551622.0500766665,27.94304117150674
2024-05-01,Tractor Linkage Ends,Tractor,1547,1776.28,2747907.33,119.26,184.84,82.51,69.66,1,0,1273.680540492046,1970383.796141195,777523.533858805,28.295114808649856
2024-06-01,Tractor Linkage Ends,Tractor,1144,1755.09,2007823.97,95.91,192.27,83.32,65.42,0,0,1249.144764017659,1429021.610036202,578802.359963798,28.827345853620724
2024-07-01,Tractor Linkage Ends,Tractor,952,1753.06,1668912.05,79.03,196.23,82.47,65.01,0,0,1245.9551937471545,1186149.344447291,482762.70555270906,28.926791292130044
2024-08-01,Tractor Linkage Ends,Tractor,793,1570.79,1245633.1,70.74,198.54,83.92,65.96,0,0,1119.610089034486,887850.8006043474,357782.2993956527,28.722928075341986
2024-09-01,Tractor Linkage Ends,Tractor,911,1545.76,1408186.22,82.87,199.18,84.27,60.95,0,0,1091.562213026539,994413.176067177,413773.043932823,29.383403846461658
2024-10-01,Tractor Linkage Ends,Tractor,1219,1551.69,1891512.19,73.3,199.08,83.78,62.14,1,1,1097.8567195744172,1338287.3411612145,553224.8488387854,29.24775487906242
2024-11-01,Tractor Linkage Ends,Tractor,1180,1352.04,1595407.12,81.44,202.92,84.57,67.81,1,1,967.534132469141,1141690.2763135864,453716.8436864137,28.438938124233378
2024-12-01,Tractor Linkage Ends,Tractor,1153,1351.01,1557718.71,105.46,209.18,85.27,67.6,0,0,966.9024365788068,1114838.5093753643,442880.2006246357,28.43133344817022
2025-01-01,Tractor Linkage Ends,Tractor,1445,1368.06,1976841.4,115.55,205.65,86.42,71.01,0,0,986.2369089874805,1425112.3334869093,551729.0665130906,27.9096272727337
2025-02-01,Tractor Linkage Ends,Tractor,1480,1696.76,2511198.18,126.61,207.23,87.54,70.95,0,0,1224.0432775746951,1811584.0508105487,699614.1291894515,27.85977366348089
2025-03-01,Tractor Linkage Ends,Tractor,1527,1700.19,2596194.84,142.86,210.25,87.57,71.64,0,0,1228.132752747211,1875358.7134449913,720836.1265550086,27.765101272407144
2025-04-01,Tractor Linkage Ends,Tractor,1690,1717.11,2901917.2,130.87,214.19,87.64,75.02,1,0,1248.2767557485633,2109587.717215072,792329.4827849283,27.30365576195379
2025-05-01,Tractor Linkage Ends,Tractor,1635,1881.84,3076808.8,106.53,210.7,87.4,71.77,1,0,1359.5133596721926,2222804.343064035,854004.456935965,27.75617571478491
2025-06-01,Tractor Linkage Ends,Tractor,1266,1885.24,2386714.18,102.33,216.18,85.52,72.45,0,0,1361.8708526894193,1724128.4995048048,662585.6804951953,27.76141718382028
2025-07-01,Tractor Linkage Ends,Tractor,1035,1848.92,1913627.43,82.39,220.15,86.69,65.18,0,0,1318.5508732882925,1364700.1538533827,548927.2761466173,28.685169722228387
2025-08-01,Tractor Linkage Ends,Tractor,1164,2076.2,2416696.73,77.05,214.96,90.73,62.04,0,0,1476.1487112616492,1718237.0999085596,698459.6300914404,28.901418263243993
2025-09-01,Tractor Linkage Ends,Tractor,1185,2108.46,2498525.62,74.86,220.51,87.95,68.49,0,0,1514.4673037350565,1794643.754926042,703881.8650739582,28.171889030858054
2025-10-01,Tractor Linkage Ends,Tractor,1409,2088.13,2942181.88,77.38,220.53,88.17,64.43,1,1,1488.6217329723759,2097468.0217580777,844713.8582419222,28.710456820634157
2025-11-01,Tractor Linkage Ends,Tractor,1458,2128.18,3102880.49,76.85,225.86,92.16,71.04,1,1,1540.6192901468555,2246222.9250341156,856657.5649658847,27.60846148366754
2025-12-01,Tractor Linkage Ends,Tractor,1282,2147.11,2752599.84,102.63,224.73,88.53,74.82,0,0,1561.2789283308493,2001559.586120149,751040.253879851,27.28475977386713
